gym,체육관
runner,"주자,  경주마"
noon,"정오,  한낮"
at  noon,정오에
weekend,주말(토요일과  일요일)
on  weekends,주말에
future,미래
decade,10 년
minute,(시간  단위의)  분
century,"100 년,  세기"
million,100 만
pair,"한  쌍,  2 인조"
a  pair  of  jeans,청바지  한  벌
billion,10 억
dozen,"12 개,  다스"
couple,"두  사람,  두  개"
a  couple  of,"둘의,  두  사람의"
kilometer,킬로미터
energy,"정력,  활기"
knee,무릎
palm,손바닥
line  of  palm,손금
throat,"목구멍,  목"
thumb,엄지손가락
nose,코
blocked  nose,막힌  코
runny  nose,콧물
lung,"폐,  허파"
lung  cancer,폐암
vision,"시력,  눈,  시야"
voice,"목소리,  음성"
index  finger,집게손가락  두  번째  손가락
blood,"피,  혈액"
sweat,땀
brain,뇌
brain  damage,뇌손상
breath,"(숨을  쉴  때  입에서  나오는)  입김,  숨"
out  of  breath,숨이  가쁜
face,얼굴
face  to  face,"마주보고,  대면하여"
gum,"잇몸,  치은  이  아래에  있는  붉은  살  부분"
muscle,근육
unit6,
build  muscle,"근육을  키우다,  만들다"
sense,감각
keen  sense  of  smell,예민한  후각
shoulder,어깨
sight,시력
skin,"피부,  (동물의)  가죽,  (뱀  등의)  허물"
stomach,"위(胃),  복부,  배,  속"
have  a  stomachache,배가  아프다
tissue,(세포들로  이뤄진)  조직
ankle,발목
appetite,식욕
chin,턱
fur,(동물의)  털
gesture,"몸짓,  제스처"
bone,뼈
fist,주먹
punch  with  a  fist,주먹으로  치다
camping,"캠핑,  야영"
camping  site,야영지
hiking,"하이킹,  도보  여행"
go  hiking,하이킹을  하다
journey,"(특히  멀리  가는)  여행,  여정"
flight,"여행,  비행"
shuttle,"(항공기, 버스, 기차 등) 정기     왕복 교통수단"
suitcase,여행  가방
trip,여행
round  trip,왕복  여행
day  trip,당일치기  여행
business  trip,출장
school  trip,수학여행
tourism,관광업
tourist,관광객
tourist  attraction,관광  명소
track,"길,  자국"
passenger,승객
path,길
exhibition,전시회
film,영화
painting,"그림,  그림  그리기"
performance,"공연,  연주회"
poem,시(詩)  도시의  시가  아니라  문학의  종류인  시
prose  poem,산문시
make  a  poem,시를  쓰다
cartoon,만화
concert,"연주회,  콘서트"
concerto,"협주곡,  콘체르토"
orchestra,"오케스트라,  관현악단"
novel,(장편)  소설
theater,극장
script,"대본,  원고"
script  writer,대본  작가
sculpture,조각품
symphony,"교향곡,  심포니  다양한  악기들을  가지고  연주하는  곡"
tale,"이야기,  소설"
talent,"재주,  (타고난)  재능,  장기"
gallery,"미술관,  화랑"
violin,바이올린
documentary,"다큐멘터리,  기록물"
museum,"박물관,  미술관"
poetry,"(집합적으로)  시,  시가"
saxophone,색소폰
drawing,"그림,  소묘,  데생"
area,지역
bottom,맨  아래
at  the  bottom,"바닥에,  기저에"
direction,"방향,  쪽"
north,(방위상으로)  북쪽
basement,"지하,  지하층"
middle,"중앙,  (한)  가운데"
position,위치
distance,거리  길거리가  아니라  서로  떨어져  있는  거리
in  the  distance,멀리서
beef,쇠고기
meal,"식사,  끼니"
at  every  meal,"매  끼니에,  매  식사에"
pepper,"후추,  고추"
sauce,소스
spaghetti,스파게티
noodle,국수
vegetable,채소
soup,수프
cookbook,요리책
meat,고기
bread,빵
dough,밀가루  반죽
recipe,"조리법,  요리법"
flavor,"풍미,  맛,  양념,  조미료"
dessert,"디저트,  후식"
cabbage,양배추
diet,"일상  음식,  규정식,  다이어트"
balanced  diet,균형  잡힌  식사
go  on  a  diet,다이어트를  시작하다
flour,"가루,  밀가루"
a  sack  of  flour,밀가루  한  포대
paste,반죽
bean,콩
bean  sprout,콩나물
crab,게
carrot,당근
fruit,과일
unit7,
garlic,마늘
grain,"곡물,  (곡식의)  낟알"
grape,포도
soybean,"콩,  대두"
cucumber,오이
onion,양파
disability,장애  정신적·육체적으로  정상적이지  못한  상태
depression,우울증
in  depression,"우울한,  우울증에  걸린"
headache,"두통,  머리  아픔"
surgery,수술
major  surgery,대수술
minor  surgery,작은  수술
plastic  surgery,성형  수술
therapy,"치료,  요법"
symptom,증상
cancer,암
fever,열
medicine,"약,  의학,  의술,  의료"
recovery,(건강)  회복  병이  낫는  것
vaccine,(예방)  백신
patient,환자
pain,"아픔,  통증,  고통"
pain  killer,진통제
stress,스트레스
be  under  stress,스트레스를  받다
stressful  job,스트레스가  많은  일
toothache,"치통,  이앓이"
health,(몸·마음의)  건강
operation,수술
sickness,"질병,  아픔,  건강하지  못함"
stomachache,"위통(胃痛),  복통"
disease,"질병,  병,  질환"
treatment,"치료,  처치"
virus,바이러스
cliff,(흔히  바닷가)  절벽
coal,석탄
fuel,연료
hill,"언덕,  (나지막한)  산"
plant,"식물,  초목"
stream,"개울,  시내"
swan,백조
turtle,(바다)  거북
wave,"파도,  물결"
cattle,(집합적으로)  소
deer,사슴
earthquake,지진
insect,곤충
mosquito,모기
mosquito  bite,"모기  물림,  모기  물린  곳"
mountain,산
rabbit,토끼
river,강
riverside,"강변,  강가"
rock,암석
scenery,"경치,  풍경"
snail,달팽이
snow,눈  신체  부위가  아닌  하늘에서  내리는  눈
tide,"밀물과  썰물,  조류"
straw,"짚,  밀짚"
straw  hat,밀짚모자
nest,둥지
surf,파도
worm,벌레
season,계절
seaweed,"해조,  해초  미역과  같이  바다에서  나는  조류"
